"country_name","country_code","indicator_name","year","gdp_growth"
"Lower middle income","LMC","GDP growth (annual %)",1961,3.683256154
"Low & middle income","LMY","GDP growth (annual %)",1961,2.271096718
"Lesotho","LSO","GDP growth (annual %)",1961,1.864795166
"Late-demographic dividend","LTE","GDP growth (annual %)",1961,-0.463848909
"Luxembourg","LUX","GDP growth (annual %)",1961,3.829983122
"Madagascar","MDG","GDP growth (annual %)",1961,2.048632751
"Mexico","MEX","GDP growth (annual %)",1961,5.000000002
"Middle income","MIC","GDP growth (annual %)",1961,2.419996078
"Myanmar","MMR","GDP growth (annual %)",1961,0.47156108
"Mauritania","MRT","GDP growth (annual %)",1961,15.52991332
"Malawi","MWI","GDP growth (annual %)",1961,7.639597855
"Malaysia","MYS","GDP growth (annual %)",1961,7.597993999
"North America","NAC","GDP growth (annual %)",1961,2.374210539
"Niger","NER","GDP growth (annual %)",1961,4.546393037
"Nigeria","NGA","GDP growth (annual %)",1961,0.191795489
"Nicaragua","NIC","GDP growth (annual %)",1961,7.497743398
"Netherlands","NLD","GDP growth (annual %)",1961,0.295546673
"Norway","NOR","GDP growth (annual %)",1961,6.27333551
"Nepal","NPL","GDP growth (annual %)",1961,1.908265969
"OECD members","OED","GDP growth (annual %)",1961,4.673295234
"Pakistan","PAK","GDP growth (annual %)",1961,5.987346419
"Panama","PAN","GDP growth (annual %)",1961,10.92659484
"Peru","PER","GDP growth (annual %)",1961,7.347096331
"Philippines","PHL","GDP growth (annual %)",1961,5.616579319
"Papua New Guinea","PNG","GDP growth (annual %)",1961,6.18111172
"Puerto Rico","PRI","GDP growth (annual %)",1961,7.04173847
"Portugal","PRT","GDP growth (annual %)",1961,5.534903476
"Paraguay","PRY","GDP growth (annual %)",1961,6.900285514
"Post-demographic dividend","PST","GDP growth (annual %)",1961,4.69345169
"Rwanda","RWA","GDP growth (annual %)",1961,-4.297526048
"South Asia","SAS","GDP growth (annual %)",1961,4.093184808
"Sudan","SDN","GDP growth (annual %)",1961,0.022391334
"Senegal","SEN","GDP growth (annual %)",1961,2.993448255
"Singapore","SGP","GDP growth (annual %)",1961,8.137447645
"Sierra Leone","SLE","GDP growth (annual %)",1961,1.80904355
"Somalia","SOM","GDP growth (annual %)",1961,-3.261981202
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1961,1.454300204
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1961,1.45089705
"Suriname","SUR","GDP growth (annual %)",1961,4.8
"Sweden","SWE","GDP growth (annual %)",1961,5.68129281
"Seychelles","SYC","GDP growth (annual %)",1961,-4.882276361
"Syrian Arab Republic","SYR","GDP growth (annual %)",1961,10.8330639
"Chad","TCD","GDP growth (annual %)",1961,1.397743671
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1961,-11.24585895
"Togo","TGO","GDP growth (annual %)",1961,12.16931737
"Thailand","THA","GDP growth (annual %)",1961,5.362146302
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1961,6.522861412
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1961,4.093184808
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1961,1.45089705
"Trinidad and Tobago","TTO","GDP growth (annual %)",1961,14.03707086
"Turkey","TUR","GDP growth (annual %)",1961,1.156069385
"Upper middle income","UMC","GDP growth (annual %)",1961,1.964003785
"Uruguay","URY","GDP growth (annual %)",1961,2.493037918
"United States","USA","GDP growth (annual %)",1961,2.3
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1961,4.527283278
"Venezuela, RB","VEN","GDP growth (annual %)",1961,3.192519439
"World","WLD","GDP growth (annual %)",1961,4.300373757
"South Africa","ZAF","GDP growth (annual %)",1961,3.844751462
"Zambia","ZMB","GDP growth (annual %)",1961,1.361381991
"Zimbabwe","ZWE","GDP growth (annual %)",1961,6.316157269
"Argentina","ARG","GDP growth (annual %)",1962,-0.852021523
"Australia","AUS","GDP growth (annual %)",1962,1.295906081
"Austria","AUT","GDP growth (annual %)",1962,2.648675113
"Burundi","BDI","GDP growth (annual %)",1962,9.063157935
"Belgium","BEL","GDP growth (annual %)",1962,5.212003509
"Benin","BEN","GDP growth (annual %)",1962,-3.426409823
"Burkina Faso","BFA","GDP growth (annual %)",1962,6.128798781
"Bangladesh","BGD","GDP growth (annual %)",1962,5.45303097
"Bahamas, The","BHS","GDP growth (annual %)",1962,10.45197189
"Belize","BLZ","GDP growth (annual %)",1962,4.89265218
"Bermuda","BMU","GDP growth (annual %)",1962,4.47
"Bolivia","BOL","GDP growth (annual %)",1962,5.578917858
"Brazil","BRA","GDP growth (annual %)",1962,5.21605942
"Botswana","BWA","GDP growth (annual %)",1962,6.666667814
"Central African Republic","CAF","GDP growth (annual %)",1962,-3.713800184
"Canada","CAN","GDP growth (annual %)",1962,7.425384774
"Chile","CHL","GDP growth (annual %)",1962,4.026685625
"China","CHN","GDP growth (annual %)",1962,-5.57999999
"Cote d'Ivoire","CIV","GDP growth (annual %)",1962,1.22699449
"Cameroon","CMR","GDP growth (annual %)",1962,3.041559051
"Congo, Dem. Rep.","COD","GDP growth (annual %)",1962,21.20069751
"Congo, Rep.","COG","GDP growth (annual %)",1962,5.202308789
"Colombia","COL","GDP growth (annual %)",1962,5.411889614
"Costa Rica","CRI","GDP growth (annual %)",1962,5.442391373
"Denmark","DNK","GDP growth (annual %)",1962,5.666822173
"Dominican Republic","DOM","GDP growth (annual %)",1962,17.04724093
"Algeria","DZA","GDP growth (annual %)",1962,-19.68504183
"East Asia & Pacific (excluding high income)","EAP","GDP growth (annual %)",1962,-0.134121435
"Early-demographic dividend","EAR","GDP growth (annual %)",1962,4.241647427
"East Asia & Pacific","EAS","GDP growth (annual %)",1962,6.255544782
"Ecuador","ECU","GDP growth (annual %)",1962,4.919146942
"Egypt, Arab Rep.","EGY","GDP growth (annual %)",1962,3.875616723
"Euro area","EMU","GDP growth (annual %)",1962,6.416884558
"Spain","ESP","GDP growth (annual %)",1962,9.953438103
"European Union","EUU","GDP growth (annual %)",1962,4.979074018
"Finland","FIN","GDP growth (annual %)",1962,2.981945536
"Fiji","FJI","GDP growth (annual %)",1962,3.606102141
"France","FRA","GDP growth (annual %)",1962,6.843469985
"Gabon","GAB","GDP growth (annual %)",1962,7.449211597
"United Kingdom","GBR","GDP growth (annual %)",1962,1.102909649
"Ghana","GHA","GDP growth (annual %)",1962,4.109158606
"Greece","GRC","GDP growth (annual %)",1962,0.364810538
"Guatemala","GTM","GDP growth (annual %)",1962,3.536501264
"Guyana","GUY","GDP growth (annual %)",1962,1.104925811
"High income","HIC","GDP growth (annual %)",1962,5.879033067
"Hong Kong SAR, China","HKG","GDP growth (annual %)",1962,14.29077317
"Honduras","HND","GDP growth (annual %)",1962,5.764846041
"Heavily indebted poor countries (HIPC)","HPC","GDP growth (annual %)",1962,7.020905234
"Haiti","HTI","GDP growth (annual %)",1962,7.887575894
"IBRD only","IBD","GDP growth (annual %)",1962,3.698574745
"IDA & IBRD total","IBT","GDP growth (annual %)",1962,3.911341152
"IDA total","IDA","GDP growth (annual %)",1962,5.549470701
"IDA blend","IDB","GDP growth (annual %)",1962,4.293228419
"Indonesia","IDN","GDP growth (annual %)",1962,1.841977702
"IDA only","IDX","GDP growth (annual %)",1962,6.778106359
"India","IND","GDP growth (annual %)",1962,2.931127737
"Iran, Islamic Rep.","IRN","GDP growth (annual %)",1962,8.590432965
"Iceland","ISL","GDP growth (annual %)",1962,8.313712744
"Israel","ISR","GDP growth (annual %)",1962,10.15611716
"Italy","ITA","GDP growth (annual %)",1962,6.203650458
"Japan","JPN","GDP growth (annual %)",1962,8.908972996
"Kenya","KEN","GDP growth (annual %)",1962,9.457358742
"Korea, Rep.","KOR","GDP growth (annual %)",1962,3.839063603
"Latin America & Caribbean (excluding high income)","LAC","GDP growth (annual %)",1962,4.856327659
"Latin America & Caribbean","LCN","GDP growth (annual %)",1962,4.792413264
"Sri Lanka","LKA","GDP growth (annual %)",1962,3.818019558
"Lower middle income","LMC","GDP growth (annual %)",1962,3.450235024
"Low & middle income","LMY","GDP growth (annual %)",1962,3.953012892
"Lesotho","LSO","GDP growth (annual %)",1962,15.33181432
"Late-demographic dividend","LTE","GDP growth (annual %)",1962,3.190580796
"Luxembourg","LUX","GDP growth (annual %)",1962,1.358677671
"Madagascar","MDG","GDP growth (annual %)",1962,2.271069702
"Mexico","MEX","GDP growth (annual %)",1962,4.664414668
"Middle income","MIC","GDP growth (annual %)",1962,3.790770982
"Myanmar","MMR","GDP growth (annual %)",1962,4.08687253
"Mauritania","MRT","GDP growth (annual %)",1962,0.726608377
"Malawi","MWI","GDP growth (annual %)",1962,0.668364743
"Malaysia","MYS","GDP growth (annual %)",1962,6.421029609
"North America","NAC","GDP growth (annual %)",1962,6.212904229
"Niger","NER","GDP growth (annual %)",1962,10.27871349
"Nigeria","NGA","GDP growth (annual %)",1962,4.102992589
"Nicaragua","NIC","GDP growth (annual %)",1962,10.89079833
"Netherlands","NLD","GDP growth (annual %)",1962,6.843507321
"Norway","NOR","GDP growth (annual %)",1962,2.813945138
"Nepal","NPL","GDP growth (annual %)",1962,1.910320034
"OECD members","OED","GDP growth (annual %)",1962,5.844425333
"Pakistan","PAK","GDP growth (annual %)",1962,4.482858627
"Panama","PAN","GDP growth (annual %)",1962,8.244736818
"Peru","PER","GDP growth (annual %)",1962,10.03529333
"Philippines","PHL","GDP growth (annual %)",1962,4.773121848
"Papua New Guinea","PNG","GDP growth (annual %)",1962,6.374099317
"Puerto Rico","PRI","GDP growth (annual %)",1962,8.32331253
"Portugal","PRT","GDP growth (annual %)",1962,6.614447769
"Paraguay","PRY","GDP growth (annual %)",1962,3.300258518
"Post-demographic dividend","PST","GDP growth (annual %)",1962,5.879005201
"Rwanda","RWA","GDP growth (annual %)",1962,11.33379837
"South Asia","SAS","GDP growth (annual %)",1962,3.301334799
"Sudan","SDN","GDP growth (annual %)",1962,6.915842154
"Senegal","SEN","GDP growth (annual %)",1962,-0.136235361
"Singapore","SGP","GDP growth (annual %)",1962,7.553327236
"Sierra Leone","SLE","GDP growth (annual %)",1962,4.540967064
"Somalia","SOM","GDP growth (annual %)",1962,7.076655434
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1962,5.856554647
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1962,5.85783969
"Suriname","SUR","GDP growth (annual %)",1962,3.9
"Sweden","SWE","GDP growth (annual %)",1962,4.259047228
"Seychelles","SYC","GDP growth (annual %)",1962,8.408581272
"Syrian Arab Republic","SYR","GDP growth (annual %)",1962,24.52129717
"Chad","TCD","GDP growth (annual %)",1962,5.360116109
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1962,-0.134121435
"Togo","TGO","GDP growth (annual %)",1962,3.773652832
"Thailand","THA","GDP growth (annual %)",1962,7.554254448
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1962,4.713871935
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1962,3.301334799
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1962,5.85783969
"Trinidad and Tobago","TTO","GDP growth (annual %)",1962,2.742463144
"Turkey","TUR","GDP growth (annual %)",1962,5.571428582
"Upper middle income","UMC","GDP growth (annual %)",1962,3.915121214
"Uruguay","URY","GDP growth (annual %)",1962,-1.57454885
"United States","USA","GDP growth (annual %)",1962,6.1
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1962,3.694261801
"Venezuela, RB","VEN","GDP growth (annual %)",1962,8.532933763
"World","WLD","GDP growth (annual %)",1962,5.554035698
"South Africa","ZAF","GDP growth (annual %)",1962,6.177883095
"Zambia","ZMB","GDP growth (annual %)",1962,-2.490839475
"Zimbabwe","ZWE","GDP growth (annual %)",1962,1.434470887
"Argentina","ARG","GDP growth (annual %)",1963,-5.308196827
"Australia","AUS","GDP growth (annual %)",1963,6.214617911
"Austria","AUT","GDP growth (annual %)",1963,4.138267582
"Burundi","BDI","GDP growth (annual %)",1963,4.13540742
"Belgium","BEL","GDP growth (annual %)",1963,4.351584282
"Benin","BEN","GDP growth (annual %)",1963,4.730027975
"Burkina Faso","BFA","GDP growth (annual %)",1963,-1.268016373
"Bangladesh","BGD","GDP growth (annual %)",1963,-0.45589429
"Bahamas, The","BHS","GDP growth (annual %)",1963,10.5240552
"Belize","BLZ","GDP growth (annual %)",1963,4.956434195
"Bermuda","BMU","GDP growth (annual %)",1963,1.07
"Bolivia","BOL","GDP growth (annual %)",1963,6.797625777
"Brazil","BRA","GDP growth (annual %)",1963,0.874672592
"Botswana","BWA","GDP growth (annual %)",1963,5.921045096
"Central African Republic","CAF","GDP growth (annual %)",1963,-0.707010752
"Canada","CAN","GDP growth (annual %)",1963,5.349546457
"Chile","CHL","GDP growth (annual %)",1963,5.840140137
"China","CHN","GDP growth (annual %)",1963,10.3
"Cote d'Ivoire","CIV","GDP growth (annual %)",1963,14.49035586
"Cameroon","CMR","GDP growth (annual %)",1963,3.74255032
"Congo, Dem. Rep.","COD","GDP growth (annual %)",1963,5.213990134
"Congo, Rep.","COG","GDP growth (annual %)",1963,-4.029300398
"Colombia","COL","GDP growth (annual %)",1963,3.286707554
"Costa Rica","CRI","GDP growth (annual %)",1963,6.898923445
"Denmark","DNK","GDP growth (annual %)",1963,0.637021234
"Dominican Republic","DOM","GDP growth (annual %)",1963,6.50290263
"Algeria","DZA","GDP growth (annual %)",1963,34.31372878
"East Asia & Pacific (excluding high income)","EAP","GDP growth (annual %)",1963,5.762039938
"Early-demographic dividend","EAR","GDP growth (annual %)",1963,5.337182472
"East Asia & Pacific","EAS","GDP growth (annual %)",1963,7.839903048
"Ecuador","ECU","GDP growth (annual %)",1963,2.106368246
"Egypt, Arab Rep.","EGY","GDP growth (annual %)",1963,10.51809262
"Euro area","EMU","GDP growth (annual %)",1963,6.081967387
"Spain","ESP","GDP growth (annual %)",1963,9.596498874
"European Union","EUU","GDP growth (annual %)",1963,5.579154757
"Finland","FIN","GDP growth (annual %)",1963,3.285099636
"Fiji","FJI","GDP growth (annual %)",1963,6.358771974
"France","FRA","GDP growth (annual %)",1963,6.233679952
"Gabon","GAB","GDP growth (annual %)",1963,6.092435284
"United Kingdom","GBR","GDP growth (annual %)",1963,4.874383998
"Ghana","GHA","GDP growth (annual %)",1963,4.405974201
"Greece","GRC","GDP growth (annual %)",1963,11.84486767
"Guatemala","GTM","GDP growth (annual %)",1963,9.541043929
"Guyana","GUY","GDP growth (annual %)",1963,-12.27865726
"High income","HIC","GDP growth (annual %)",1963,5.469251124
"Hong Kong SAR, China","HKG","GDP growth (annual %)",1963,15.76324577
"Honduras","HND","GDP growth (annual %)",1963,3.580436708
"Heavily indebted poor countries (HIPC)","HPC","GDP growth (annual %)",1963,3.00000668
"Haiti","HTI","GDP growth (annual %)",1963,-1.892792551
"IBRD only","IBD","GDP growth (annual %)",1963,4.708567768
"IDA & IBRD total","IBT","GDP growth (annual %)",1963,4.763570387
"IDA total","IDA","GDP growth (annual %)",1963,5.179620152
"IDA blend","IDB","GDP growth (annual %)",1963,7.879241503
"Indonesia","IDN","GDP growth (annual %)",1963,-2.237029986
"IDA only","IDX","GDP growth (annual %)",1963,2.600767907
"India","IND","GDP growth (annual %)",1963,5.994353261
"Iran, Islamic Rep.","IRN","GDP growth (annual %)",1963,7.274456069
"Iceland","ISL","GDP growth (annual %)",1963,10.28338287
"Israel","ISR","GDP growth (annual %)",1963,10.69571298
"Italy","ITA","GDP growth (annual %)",1963,5.609727978
"Japan","JPN","GDP growth (annual %)",1963,8.473642383
"Kenya","KEN","GDP growth (annual %)",1963,8.778340216
"Korea, Rep.","KOR","GDP growth (annual %)",1963,9.19035394
"Latin America & Caribbean (excluding high income)","LAC","GDP growth (annual %)",1963,2.317584501
"Latin America & Caribbean","LCN","GDP growth (annual %)",1963,2.586459577
"Sri Lanka","LKA","GDP growth (annual %)",1963,2.516748594
"Lower middle income","LMC","GDP growth (annual %)",1963,5.011488
"Low & middle income","LMY","GDP growth (annual %)",1963,4.772422179
"Lesotho","LSO","GDP growth (annual %)",1963,10.61506999
"Late-demographic dividend","LTE","GDP growth (annual %)",1963,3.710108567
"Luxembourg","LUX","GDP growth (annual %)",1963,3.43910854
"Madagascar","MDG","GDP growth (annual %)",1963,-0.929401624
"Mexico","MEX","GDP growth (annual %)",1963,8.106886928
"Middle income","MIC","GDP growth (annual %)",1963,4.828827404
"Myanmar","MMR","GDP growth (annual %)",1963,13.34929493
"Mauritania","MRT","GDP growth (annual %)",1963,-1.983767575
"Malawi","MWI","GDP growth (annual %)",1963,-1.391078517
"Malaysia","MYS","GDP growth (annual %)",1963,7.338803527
"North America","NAC","GDP growth (annual %)",1963,4.481047948
"Niger","NER","GDP growth (annual %)",1963,9.428229321
"Nigeria","NGA","GDP growth (annual %)",1963,8.57861892
"Nicaragua","NIC","GDP growth (annual %)",1963,10.86547925
"Netherlands","NLD","GDP growth (annual %)",1963,3.62462153
"Norway","NOR","GDP growth (annual %)",1963,3.785043084
"Nepal","NPL","GDP growth (annual %)",1963,1.895111643
"OECD members","OED","GDP growth (annual %)",1963,5.533911741
"Pakistan","PAK","GDP growth (annual %)",1963,8.688831518
"Panama","PAN","GDP growth (annual %)",1963,8.538788802
"Peru","PER","GDP growth (annual %)",1963,4.328249818
"Philippines","PHL","GDP growth (annual %)",1963,7.060487423
"Papua New Guinea","PNG","GDP growth (annual %)",1963,4.07252177
"Puerto Rico","PRI","GDP growth (annual %)",1963,8.651047012
"Portugal","PRT","GDP growth (annual %)",1963,5.873702116
"Paraguay","PRY","GDP growth (annual %)",1963,4.710291337
"Post-demographic dividend","PST","GDP growth (annual %)",1963,5.445790628
"Rwanda","RWA","GDP growth (annual %)",1963,-9.820444414
"South Asia","SAS","GDP growth (annual %)",1963,5.398369718
"Sudan","SDN","GDP growth (annual %)",1963,-2.84697168
"Senegal","SEN","GDP growth (annual %)",1963,1.864478568
"Singapore","SGP","GDP growth (annual %)",1963,10.04031665
"Sierra Leone","SLE","GDP growth (annual %)",1963,1.699715173
"Somalia","SOM","GDP growth (annual %)",1963,2.80880257
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1963,6.324350346
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1963,6.3263157
"Suriname","SUR","GDP growth (annual %)",1963,5.6
"Sweden","SWE","GDP growth (annual %)",1963,5.327933788
"Seychelles","SYC","GDP growth (annual %)",1963,10.13560296
"Syrian Arab Republic","SYR","GDP growth (annual %)",1963,-8.652746672
"Chad","TCD","GDP growth (annual %)",1963,-1.599454015
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1963,5.762039938
"Togo","TGO","GDP growth (annual %)",1963,4.999694271
"Thailand","THA","GDP growth (annual %)",1963,7.999830787
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1963,2.451339925
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1963,5.398369718
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1963,6.3263157
"Trinidad and Tobago","TTO","GDP growth (annual %)",1963,5.604597247
"Turkey","TUR","GDP growth (annual %)",1963,9.066305552
"Upper middle income","UMC","GDP growth (annual %)",1963,4.762425393
"Uruguay","URY","GDP growth (annual %)",1963,0.170458855
"United States","USA","GDP growth (annual %)",1963,4.4
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1963,-6.265338526
"Venezuela, RB","VEN","GDP growth (annual %)",1963,3.900951164
"World","WLD","GDP growth (annual %)",1963,5.353451424
"South Africa","ZAF","GDP growth (annual %)",1963,7.373612785
"Zambia","ZMB","GDP growth (annual %)",1963,3.272392893
"Zimbabwe","ZWE","GDP growth (annual %)",1963,6.244344507
"Argentina","ARG","GDP growth (annual %)",1964,10.13029766
"Australia","AUS","GDP growth (annual %)",1964,6.978533508
"Austria","AUT","GDP growth (annual %)",1964,6.124353738
"Burundi","BDI","GDP growth (annual %)",1964,6.273037903
"Belgium","BEL","GDP growth (annual %)",1964,6.956684733
"Benin","BEN","GDP growth (annual %)",1964,6.650759119
"Burkina Faso","BFA","GDP growth (annual %)",1964,2.282819223
"Bangladesh","BGD","GDP growth (annual %)",1964,10.95278855
"Bahamas, The","BHS","GDP growth (annual %)",1964,10.5015672
"Belize","BLZ","GDP growth (annual %)",1964,4.99987991
"Bermuda","BMU","GDP growth (annual %)",1964,11.11
"Bolivia","BOL","GDP growth (annual %)",1964,3.956596533
"Brazil","BRA","GDP growth (annual %)",1964,3.485582304
"Botswana","BWA","GDP growth (annual %)",1964,6.832300927
"Central African Republic","CAF","GDP growth (annual %)",1964,2.080324599
"Canada","CAN","GDP growth (annual %)",1964,6.642894415
"Chile","CHL","GDP growth (annual %)",1964,2.557220542
"China","CHN","GDP growth (annual %)",1964,18.17999999
"Cote d'Ivoire","CIV","GDP growth (annual %)",1964,17.61308783
"Cameroon","CMR","GDP growth (annual %)",1964,3.547159696
"Congo, Dem. Rep.","COD","GDP growth (annual %)",1964,-2.440223564
"Congo, Rep.","COG","GDP growth (annual %)",1964,3.816796268
"Colombia","COL","GDP growth (annual %)",1964,6.166941324
"Costa Rica","CRI","GDP growth (annual %)",1964,3.659048312
"Denmark","DNK","GDP growth (annual %)",1964,9.269938215
"Dominican Republic","DOM","GDP growth (annual %)",1964,6.764865116
"Algeria","DZA","GDP growth (annual %)",1964,5.839413007
"East Asia & Pacific (excluding high income)","EAP","GDP growth (annual %)",1964,9.878778042
"Early-demographic dividend","EAR","GDP growth (annual %)",1964,8.292165063
"East Asia & Pacific","EAS","GDP growth (annual %)",1964,10.62199543
"Ecuador","ECU","GDP growth (annual %)",1964,7.407245362
"Egypt, Arab Rep.","EGY","GDP growth (annual %)",1964,11.50757747
"Euro area","EMU","GDP growth (annual %)",1964,5.549700222
"Spain","ESP","GDP growth (annual %)",1964,5.308510246
"European Union","EUU","GDP growth (annual %)",1964,5.722712063
"Finland","FIN","GDP growth (annual %)",1964,5.238686598
"Fiji","FJI","GDP growth (annual %)",1964,4.877280731
"France","FRA","GDP growth (annual %)",1964,6.652099508
"Gabon","GAB","GDP growth (annual %)",1964,4.554453634
"United Kingdom","GBR","GDP growth (annual %)",1964,5.533659386
"Ghana","GHA","GDP growth (annual %)",1964,2.209327505
"Greece","GRC","GDP growth (annual %)",1964,9.409676638
"Guatemala","GTM","GDP growth (annual %)",1964,4.632992432
"Guyana","GUY","GDP growth (annual %)",1964,11.36028238
"High income","HIC","GDP growth (annual %)",1964,6.538147334
"Hong Kong SAR, China","HKG","GDP growth (annual %)",1964,8.628060341
"Honduras","HND","GDP growth (annual %)",1964,5.416645571
"Heavily indebted poor countries (HIPC)","HPC","GDP growth (annual %)",1964,3.248149628
"Haiti","HTI","GDP growth (annual %)",1964,-1.64735737
"IBRD only","IBD","GDP growth (annual %)",1964,7.823292997
"IDA & IBRD total","IBT","GDP growth (annual %)",1964,7.465819272
"IDA total","IDA","GDP growth (annual %)",1964,4.773933308
"IDA blend","IDB","GDP growth (annual %)",1964,5.11266595
"Indonesia","IDN","GDP growth (annual %)",1964,3.52969815
"IDA only","IDX","GDP growth (annual %)",1964,4.433706971
"India","IND","GDP growth (annual %)",1964,7.452950122
"Iran, Islamic Rep.","IRN","GDP growth (annual %)",1964,9.193938555
"Iceland","ISL","GDP growth (annual %)",1964,9.916544014
"Israel","ISR","GDP growth (annual %)",1964,7.937191975
"Italy","ITA","GDP growth (annual %)",1964,2.797702279
"Japan","JPN","GDP growth (annual %)",1964,11.6767082
